LandContour,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,X1stFlrSF,X2ndFlrSF,TotRmsAbvGrd,Fireplaces,PavedDrive,SalePrice
Lvl,Inside,IDOTRR,1Fam,4,5,1925,Y,848,0,5,0,Y,103000
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,1604,0,8,1,Y,220000
Bnk,Inside,SawyerW,Duplex,5,5,1979,Y,1513,0,8,0,Y,113722
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,1008,881,9,1,Y,215000
Lvl,Inside,NAmes,1Fam,6,6,1959,Y,1194,0,6,0,Y,148000
Lvl,Inside,NAmes,1Fam,5,7,1959,Y,864,0,5,0,Y,118000
Lvl,CulDSac,Blueste,Twnhs,6,6,1980,Y,516,516,5,1,Y,116500
Lvl,Inside,NoRidge,1Fam,8,5,1993,Y,1565,1234,8,1,Y,315000
Lvl,Inside,NAmes,1Fam,6,6,1964,Y,798,813,7,0,Y,167900
Lvl,Inside,Edwards,1Fam,5,5,1956,Y,1560,0,7,1,Y,103500
Low,CulDSac,Edwards,1Fam,5,6,1968,Y,1196,0,6,0,Y,144000
Lvl,Corner,NAmes,1Fam,5,6,1955,Y,972,0,5,0,Y,122500
Lvl,Corner,NAmes,1Fam,7,5,1959,Y,1472,0,5,1,Y,157500
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1338,0,6,0,Y,208900
Lvl,Corner,Somerst,1Fam,7,5,2004,Y,991,956,8,1,Y,254900
Lvl,Inside,Somerst,1Fam,8,5,2008,Y,1658,0,7,1,Y,257500
Lvl,Inside,SWISU,1Fam,6,8,1925,N,810,672,7,0,P,140000
Lvl,Corner,Mitchel,1Fam,8,5,2001,Y,1491,0,7,0,Y,209000
Lvl,Inside,SawyerW,1Fam,8,5,1993,Y,1065,846,8,1,Y,215000
Lvl,Inside,Somerst,Twnhs,7,5,2004,Y,1376,1629,9,1,Y,280750
Lvl,Inside,Edwards,1Fam,5,5,1941,Y,984,620,6,0,Y,117000
Lvl,FR2,CollgCr,1Fam,7,5,2005,Y,1190,0,5,0,Y,173500
Lvl,Inside,NAmes,1Fam,5,5,1970,Y,1180,0,6,0,Y,128000
Lvl,Inside,NAmes,1Fam,5,7,1951,Y,1363,0,6,2,Y,164900
Low,Inside,ClearCr,1Fam,8,6,1976,Y,1743,0,5,2,Y,279000
Bnk,Corner,Sawyer,1Fam,5,6,1956,Y,1437,0,6,1,Y,168000
Lvl,Inside,Timber,1Fam,8,5,2003,Y,1440,0,7,1,Y,232500
Lvl,Inside,SWISU,1Fam,6,7,1919,Y,1699,748,10,1,Y,169000
Lvl,Inside,NAmes,1Fam,5,5,1959,Y,1148,0,6,0,Y,132500
Lvl,Inside,Edwards,1Fam,5,6,1925,N,864,0,5,0,Y,98000
Lvl,Corner,Mitchel,1Fam,4,5,1964,Y,1200,0,6,0,Y,173000
Lvl,Inside,NAmes,1Fam,5,7,1971,Y,1050,0,6,0,Y,143000
Lvl,Inside,Somerst,TwnhsE,7,5,2006,Y,625,625,5,0,Y,164700
Lvl,Inside,Sawyer,Duplex,5,5,1963,Y,1728,0,10,0,Y,125000
Lvl,Inside,MeadowV,TwnhsE,5,6,1977,Y,616,688,5,1,Y,104500
Lvl,Inside,NridgHt,1Fam,9,5,2007,Y,1828,0,9,1,Y,314813
Lvl,FR2,Veenker,TwnhsE,8,5,1994,Y,1494,0,5,1,Y,279700
Lvl,Inside,NAmes,1Fam,5,5,1960,Y,1144,0,6,1,Y,120000
Lvl,Corner,OldTown,1Fam,4,8,1900,Y,448,272,5,0,Y,86900
Lvl,Inside,SawyerW,1Fam,7,5,1994,Y,1222,888,8,2,Y,205000
Lvl,Inside,SawyerW,TwnhsE,6,5,1993,Y,1617,0,5,1,Y,193000
Lvl,Corner,Edwards,1Fam,6,7,1928,Y,1337,672,8,2,P,235000
Lvl,Inside,BrDale,Twnhs,6,5,1971,Y,525,567,6,0,Y,88000
Lvl,Inside,NWAmes,1Fam,7,6,1971,Y,845,825,7,0,Y,170000
Bnk,Inside,BrkSide,1Fam,6,7,1923,Y,1053,795,8,1,N,207000
Lvl,Inside,Sawyer,1Fam,5,5,1965,Y,1040,0,5,0,Y,129500
Lvl,Corner,ClearCr,1Fam,6,5,1984,Y,1522,0,7,1,Y,182000
Bnk,Inside,Crawfor,1Fam,5,6,1977,Y,1647,0,7,1,Y,217500
Lvl,CulDSac,StoneBr,1Fam,9,5,2006,Y,2338,0,8,2,Y,591587
Lvl,Inside,Mitchel,1Fam,5,5,1969,Y,864,615,8,0,Y,161000
Lvl,Inside,Crawfor,1Fam,6,6,1914,Y,676,588,6,0,Y,147500
Lvl,Inside,OldTown,1Fam,5,7,1948,Y,1027,606,7,1,Y,129000
Lvl,Inside,OldTown,1Fam,7,8,1915,Y,1272,672,8,0,N,179900
Lvl,Corner,Sawyer,1Fam,4,5,1961,Y,1120,0,5,0,Y,129000
Lvl,CulDSac,Edwards,1Fam,3,5,1955,Y,1733,0,8,1,Y,139600
Lvl,Inside,SawyerW,1Fam,6,5,2005,Y,1131,0,6,0,Y,132000
Lvl,Inside,SawyerW,1Fam,7,5,2003,Y,1200,0,5,0,Y,184900
Lvl,Inside,Mitchel,1Fam,5,7,1968,Y,1008,0,6,0,Y,139500
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,840,828,8,0,Y,180000
Lvl,Corner,Sawyer,1Fam,5,7,1941,Y,864,486,6,0,N,152400
Lvl,Inside,MeadowV,TwnhsE,5,7,1976,Y,925,550,6,1,Y,129500
Lvl,Inside,Edwards,1Fam,6,5,1953,Y,1094,0,5,2,Y,155000
Lvl,CulDSac,Somerst,TwnhsE,9,5,1999,Y,1709,0,5,1,Y,328900
Lvl,Inside,Greens,TwnhsE,8,6,1978,Y,1295,0,4,2,Y,213750
Lvl,Inside,Edwards,Duplex,5,7,1900,Y,1272,928,9,0,N,145900
Lvl,FR2,Somerst,TwnhsE,8,5,2004,Y,1378,0,6,1,Y,214000
Lvl,Corner,Somerst,1Fam,8,5,2002,Y,972,839,7,1,Y,235000
Lvl,Inside,Edwards,Duplex,4,4,1955,N,1440,0,8,0,Y,118000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,940,750,7,1,Y,187000
Lvl,Inside,SawyerW,TwnhsE,6,5,1992,Y,1575,0,5,0,Y,179200
Lvl,Inside,CollgCr,1Fam,8,5,2007,Y,1615,0,7,1,Y,248500
Lvl,Inside,CollgCr,1Fam,8,5,2001,Y,1601,0,6,1,Y,272000
Lvl,Inside,NWAmes,1Fam,6,7,1971,Y,1258,0,5,0,Y,145000
Lvl,Inside,NWAmes,1Fam,7,6,1978,Y,1154,896,8,1,Y,154000
Lvl,Inside,NAmes,1Fam,6,5,1963,Y,1394,0,6,2,Y,159000
Lvl,Inside,Sawyer,1Fam,5,6,1963,Y,1464,0,6,1,Y,175000
Lvl,Inside,Sawyer,1Fam,4,7,1950,Y,1067,0,4,0,Y,128000
Lvl,Inside,NridgHt,TwnhsE,7,6,2007,Y,1358,0,6,1,Y,217300
Lvl,Inside,Sawyer,1Fam,6,7,1978,Y,672,728,6,1,Y,149500
Lvl,Inside,SawyerW,Duplex,5,5,1977,Y,2020,0,10,2,Y,144000
Lvl,Corner,Mitchel,Duplex,5,5,1970,Y,1652,0,8,0,Y,146500
HLS,Inside,NAmes,1Fam,6,6,1958,Y,1142,0,5,1,Y,113500
Lvl,Corner,StoneBr,1Fam,8,5,1997,Y,1682,0,6,1,Y,247900
HLS,Inside,Crawfor,TwnhsE,8,5,2005,Y,1778,0,5,1,Y,375000
Lvl,Inside,Mitchel,1Fam,7,5,1993,Y,996,1004,9,1,Y,188000
Lvl,Inside,SWISU,1Fam,5,3,1936,Y,879,0,4,0,P,80000
Lvl,Inside,NAmes,1Fam,6,6,1957,Y,1721,0,8,3,Y,174850
Lvl,Inside,Edwards,1Fam,6,6,1976,Y,1044,0,7,1,Y,133500
Lvl,Inside,Edwards,1Fam,5,6,1946,Y,768,432,6,0,Y,130500
Lvl,Inside,OldTown,1Fam,6,5,1923,Y,1068,0,5,1,Y,109500
Lvl,Inside,Sawyer,1Fam,5,5,1968,Y,864,0,4,0,Y,137250
Lvl,Corner,NAmes,1Fam,6,6,1961,Y,1453,0,6,1,Y,187500
Lvl,Inside,NAmes,1Fam,5,6,1958,Y,1056,0,6,0,Y,139000
Lvl,Corner,NridgHt,1Fam,8,5,2005,Y,1209,1044,8,1,Y,344133
Lvl,Inside,OldTown,1Fam,5,7,1930,Y,687,671,6,1,Y,124500
Lvl,CulDSac,Mitchel,1Fam,6,6,1984,Y,1003,0,6,0,Y,142500
Lvl,Inside,Somerst,1Fam,7,5,2006,Y,1301,0,5,1,Y,187750
Bnk,Inside,OldTown,1Fam,5,7,1930,Y,840,0,5,1,N,87000
Lvl,Inside,Edwards,TwnhsE,6,5,2005,Y,1072,0,5,0,Y,148000
Lvl,Inside,OldTown,1Fam,5,8,1938,Y,886,0,4,0,Y,91300
Lvl,Corner,CollgCr,1Fam,5,5,1996,Y,965,0,4,0,Y,159000
Lvl,Inside,NridgHt,TwnhsE,7,5,2005,Y,1364,0,6,1,Y,185850
Bnk,Inside,Crawfor,1Fam,8,8,1932,Y,1549,1178,10,2,Y,315000
Bnk,Inside,OldTown,1Fam,7,8,1890,Y,1576,978,8,0,P,159500
Lvl,Inside,NWAmes,1Fam,6,5,1963,Y,1052,0,6,0,Y,127000
Lvl,CulDSac,NoRidge,1Fam,8,7,1994,Y,1686,762,8,1,Y,402000
Lvl,Corner,Timber,1Fam,6,5,1988,Y,1412,0,6,1,Y,175000
Lvl,FR2,CollgCr,1Fam,6,7,1977,Y,689,703,6,0,Y,161750
Lvl,Inside,Somerst,1Fam,7,5,2009,Y,1478,0,7,1,Y,222000
Bnk,Inside,ClearCr,1Fam,6,8,1908,Y,1307,1051,10,1,Y,240000
Lvl,Inside,Gilbert,1Fam,6,5,1999,Y,957,1342,7,1,Y,204000
Lvl,Inside,NoRidge,1Fam,7,5,1996,Y,1277,1067,7,1,Y,265000
Lvl,Inside,NAmes,1Fam,5,5,1962,Y,1027,0,6,0,Y,125900
Lvl,Inside,OldTown,1Fam,5,5,1923,Y,1226,676,7,0,Y,123500
Lvl,Inside,IDOTRR,1Fam,5,4,1919,N,819,0,4,0,N,72000
Lvl,CulDSac,NWAmes,1Fam,6,6,1972,Y,735,660,6,1,Y,162000
Lvl,Inside,StoneBr,1Fam,9,5,2005,Y,1134,1370,11,1,Y,325000
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,939,858,8,0,Y,213500
Lvl,CulDSac,SawyerW,1Fam,7,5,1993,Y,1080,1017,9,1,Y,228000
Lvl,Inside,Blueste,TwnhsE,6,6,1980,Y,561,668,5,1,Y,137000
Lvl,Inside,Edwards,TwnhsE,7,5,2004,Y,976,732,7,0,Y,130000
Lvl,Inside,NAmes,Duplex,4,5,1964,N,1224,0,8,0,Y,103000
Lvl,Inside,BrkSide,1Fam,6,5,1938,Y,861,548,6,1,Y,126000
Lvl,Inside,NAmes,1Fam,5,5,1971,Y,864,0,5,0,Y,123000
Bnk,Inside,Edwards,1Fam,4,6,1947,Y,1169,0,8,1,Y,127000
Lvl,Corner,Edwards,1Fam,5,7,1948,Y,1325,0,6,1,Y,216000
Lvl,CulDSac,NWAmes,1Fam,7,5,1978,Y,2064,0,7,2,Y,235000
Lvl,Inside,OldTown,1Fam,7,7,1900,Y,848,580,7,0,Y,139900
Lvl,Inside,Somerst,TwnhsE,7,5,2005,Y,520,600,4,0,Y,144152
Lvl,Inside,NAmes,1Fam,5,6,1967,Y,1510,0,6,0,Y,178900
Lvl,Inside,Somerst,Twnhs,6,5,2000,Y,769,756,5,1,Y,177000
Lvl,Inside,BrkSide,1Fam,3,2,1940,Y,1306,0,6,0,Y,76500
Lvl,Inside,Edwards,1Fam,4,5,1940,Y,861,0,4,0,Y,82500
Lvl,Corner,NoRidge,1Fam,8,5,1994,Y,1987,0,7,1,Y,301500
Lvl,Corner,Sawyer,1Fam,5,6,1963,Y,970,0,5,0,Y,132500
Lvl,Inside,NAmes,1Fam,5,5,1956,Y,1104,0,5,0,Y,133000
Lvl,Inside,BrkSide,1Fam,2,3,1936,N,800,0,4,1,N,60000
Lvl,Inside,NAmes,1Fam,5,6,1966,Y,988,0,5,0,Y,129250
Lvl,Corner,Gilbert,1Fam,6,5,1998,Y,932,701,7,1,Y,183000
Lvl,Corner,NAmes,1Fam,6,6,1958,Y,1336,0,7,1,Y,162000
Lvl,Inside,BrkSide,1Fam,5,6,1938,Y,994,588,6,1,Y,150000
Lvl,Corner,Gilbert,1Fam,7,5,2003,Y,754,640,7,1,Y,165500
Lvl,Inside,NPkVill,TwnhsE,7,6,1976,Y,836,0,5,0,Y,128500
Lvl,Inside,Somerst,1Fam,8,5,2005,Y,1595,0,6,1,Y,221500
Lvl,Inside,BrkSide,1Fam,5,7,1930,Y,741,583,7,0,Y,110000
Lvl,Inside,NAmes,1Fam,5,7,1956,Y,1144,0,6,0,Y,150000
Lvl,Inside,OldTown,1Fam,6,6,1915,Y,1048,720,8,0,Y,155000
Lvl,Inside,OldTown,1Fam,3,8,1930,Y,713,0,5,0,N,99800
HLS,Corner,Gilbert,1Fam,7,5,2005,Y,1392,1070,9,1,Y,320000
Lvl,Inside,SawyerW,1Fam,6,5,2005,Y,1175,0,6,0,Y,146000
Lvl,Inside,IDOTRR,1Fam,2,3,1949,N,480,0,4,0,Y,35311
Lvl,Corner,IDOTRR,1Fam,3,2,1915,N,1013,0,6,0,N,85000
Lvl,Inside,SawyerW,1Fam,6,5,1994,Y,936,785,7,0,Y,201000
Lvl,Inside,NAmes,1Fam,5,5,1957,Y,922,0,5,0,Y,116000
HLS,Inside,Timber,1Fam,7,5,2006,Y,1689,0,7,0,Y,231713
Lvl,Corner,OldTown,1Fam,2,4,1940,N,612,0,4,0,N,45000
Lvl,Inside,Timber,1Fam,8,5,2005,Y,1133,1349,9,1,Y,281213
Lvl,Inside,NAmes,1Fam,6,5,1969,Y,1092,1020,9,2,Y,206900
Lvl,Inside,Edwards,1Fam,5,5,1976,Y,1033,0,6,0,Y,165000
Lvl,Corner,Timber,1Fam,7,5,2003,Y,1146,0,6,1,Y,187500
Lvl,Corner,Sawyer,1Fam,4,4,1927,N,756,0,4,0,N,85000
Lvl,Inside,StoneBr,TwnhsE,8,5,1995,Y,1616,0,5,1,Y,236500
Lvl,CulDSac,NWAmes,1Fam,7,6,1976,Y,1324,0,5,1,Y,174000
Lvl,Inside,NAmes,1Fam,6,7,1964,Y,1302,0,7,0,Y,158000
Lvl,CulDSac,NAmes,1Fam,5,7,1961,Y,964,0,5,1,Y,137500
Lvl,Corner,Mitchel,1Fam,6,6,1975,Y,1210,0,6,0,Y,148000
Lvl,Inside,CollgCr,1Fam,7,5,1999,Y,856,893,7,0,Y,196000
Lvl,CulDSac,CollgCr,1Fam,5,5,1994,Y,1022,0,6,0,Y,139500
Lvl,Inside,Edwards,1Fam,5,6,1951,N,1080,400,7,1,Y,136500
Lvl,CulDSac,Crawfor,1Fam,5,5,1956,Y,1898,0,7,2,Y,236500
Lvl,Inside,CollgCr,1Fam,7,5,2000,Y,992,873,7,1,Y,235000
Lvl,Inside,SawyerW,1Fam,7,6,1989,Y,1175,807,7,1,Y,228500
Lvl,FR2,NPkVill,TwnhsE,6,6,1975,Y,855,601,7,0,Y,143000
Lvl,Inside,OldTown,2fmCon,5,5,1900,N,830,797,10,0,N,139500
Lvl,Inside,Somerst,Twnhs,6,5,1999,Y,757,744,6,1,Y,176500
Lvl,Inside,Edwards,Duplex,5,5,1987,Y,1200,0,5,0,Y,179000
Lvl,Inside,Crawfor,1Fam,6,7,1915,Y,840,840,8,0,Y,177000
Lvl,Inside,NAmes,1Fam,6,5,1960,Y,1478,0,6,2,Y,157500
HLS,Corner,Crawfor,1Fam,8,7,1929,Y,792,725,7,2,Y,230000
Lvl,Inside,BrDale,TwnhsE,5,5,1970,Y,630,672,6,0,Y,106000
HLS,Corner,Crawfor,1Fam,6,3,1923,Y,819,784,7,1,Y,138000
Low,Inside,ClearCr,1Fam,7,7,1977,Y,1483,0,4,2,Y,270000
Lvl,Inside,NAmes,1Fam,5,5,1968,Y,1052,0,5,0,Y,138500
Lvl,Inside,OldTown,1Fam,6,8,1935,Y,861,517,6,0,P,128900
Lvl,Inside,BrkSide,1Fam,4,6,1927,N,520,0,4,0,Y,68500
Lvl,CulDSac,Sawyer,1Fam,6,5,1978,Y,1034,0,5,1,Y,149900
Lvl,Corner,Somerst,1Fam,8,5,2004,Y,1580,886,8,1,Y,340000
Lvl,Inside,OldTown,1Fam,6,5,1917,N,1134,924,8,1,P,129500
Lvl,Corner,CollgCr,1Fam,7,5,1998,Y,1070,869,8,1,Y,227000
Lvl,Inside,SawyerW,1Fam,6,5,1992,Y,810,793,7,0,Y,175900
Lvl,Inside,NAmes,1Fam,6,3,1957,Y,1478,0,6,2,Y,156500
Lvl,Inside,NWAmes,1Fam,6,6,1969,Y,1427,0,7,0,Y,183000
Lvl,Inside,ClearCr,1Fam,5,5,1955,Y,1867,0,7,3,Y,190000
Lvl,CulDSac,NoRidge,1Fam,7,5,1996,Y,1064,1061,12,2,Y,279500
Lvl,Inside,SawyerW,Duplex,5,5,1979,Y,1229,0,6,2,Y,148325
Lvl,Inside,Somerst,1Fam,7,5,2006,Y,1578,0,7,1,Y,240000
Lvl,Corner,Sawyer,1Fam,6,7,1977,Y,1212,0,6,1,Y,151000
Lvl,Inside,NAmes,1Fam,6,8,1950,Y,1112,556,6,0,Y,140000
Lvl,Inside,NridgHt,1Fam,7,5,2009,Y,1502,0,7,0,Y,233170
Lvl,CulDSac,Sawyer,1Fam,5,5,1974,Y,1037,0,5,0,Y,129000
Lvl,Inside,SawyerW,TwnhsE,6,5,1990,Y,1398,0,5,0,Y,172000
Lvl,Inside,CollgCr,1Fam,5,7,1972,Y,864,0,5,0,Y,127000
Lvl,Corner,NAmes,1Fam,6,6,1959,Y,1194,0,6,1,Y,159500
Lvl,Inside,Timber,1Fam,6,5,1986,Y,1651,0,7,1,Y,184000
Lvl,Inside,Edwards,1Fam,5,6,1940,Y,996,0,6,1,Y,108000
Lvl,Inside,NridgHt,1Fam,9,5,2007,Y,2552,0,8,2,Y,479069
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,1479,0,7,0,Y,226000
Lvl,Inside,NAmes,1Fam,7,6,1966,Y,1200,0,6,1,Y,163500
Lvl,Inside,BrkSide,1Fam,5,5,1935,Y,1144,594,6,1,P,153000
Bnk,Inside,BrkSide,1Fam,4,7,1923,Y,869,0,4,0,Y,85500
Lvl,Corner,NridgHt,1Fam,10,5,2008,Y,1728,568,10,1,Y,451950
Lvl,Inside,Sawyer,1Fam,5,6,1962,Y,1211,0,6,1,Y,144000
Lvl,Inside,NWAmes,1Fam,6,5,1974,Y,1350,0,7,1,Y,165000
Lvl,Inside,NAmes,1Fam,4,5,1955,Y,1005,0,5,1,Y,115000
Lvl,Corner,CollgCr,1Fam,5,6,1975,Y,879,0,5,0,Y,120000
Lvl,Inside,Edwards,1Fam,4,5,1946,N,1242,0,4,0,N,109900
Lvl,Inside,Gilbert,1Fam,6,6,1998,Y,926,678,7,1,Y,195500
Lvl,FR2,NoRidge,1Fam,8,5,2000,Y,1145,1053,9,1,Y,250000
Lvl,Inside,BrkSide,1Fam,6,7,1915,Y,698,698,7,0,Y,153575
Lvl,Inside,Somerst,1Fam,7,5,2002,Y,952,860,7,1,Y,205000
HLS,CulDSac,StoneBr,1Fam,10,5,2006,Y,1426,1519,10,1,Y,438780
Lvl,Corner,SawyerW,TwnhsE,6,6,1980,Y,626,591,6,1,Y,120000
Lvl,Inside,Mitchel,1Fam,5,6,1968,Y,874,0,5,0,Y,130000
Lvl,Corner,NridgHt,1Fam,9,5,2006,Y,1249,1347,9,0,Y,342643
Lvl,Corner,OldTown,1Fam,5,5,1920,N,960,780,6,1,N,122250
Lvl,Corner,Crawfor,1Fam,6,9,1988,Y,1680,0,5,1,Y,222000
Lvl,Corner,Somerst,1Fam,8,5,2008,Y,1836,0,8,1,Y,264500
Lvl,FR2,NoRidge,1Fam,8,5,2000,Y,997,1288,8,1,Y,248000
Lvl,Inside,NAmes,1Fam,6,8,1966,Y,1128,0,5,1,Y,178000
Lvl,Inside,CollgCr,1Fam,6,5,2005,Y,728,728,8,1,Y,163990
Lvl,Inside,NAmes,1Fam,6,6,1964,Y,1251,0,6,2,Y,160000
Lvl,Inside,NAmes,1Fam,5,7,1955,Y,827,0,5,1,Y,107500
Lvl,CulDSac,NWAmes,1Fam,6,5,1967,Y,1724,0,7,1,Y,197900
Bnk,Inside,IDOTRR,1Fam,4,6,1920,Y,432,432,5,0,N,65000
Lvl,Inside,Gilbert,1Fam,7,5,1998,Y,955,677,8,1,Y,176500
Lvl,Corner,OldTown,1Fam,6,7,1926,Y,1149,467,5,0,Y,152000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1563,0,6,1,Y,245000
Lvl,Inside,CollgCr,1Fam,8,5,2002,Y,1128,903,7,1,Y,237000
Lvl,Corner,NAmes,1Fam,6,6,1964,Y,1445,0,7,1,Y,158000
Lvl,Inside,NridgHt,1Fam,10,5,2003,Y,2392,0,8,1,Y,386250
HLS,Corner,Timber,1Fam,8,5,2006,Y,1776,0,7,1,Y,283463
Lvl,Inside,Crawfor,1Fam,6,5,1969,Y,1844,0,7,1,Y,223000
Lvl,Inside,OldTown,1Fam,6,8,1900,Y,940,476,7,0,Y,156500
Lvl,FR2,Gilbert,1Fam,7,5,1999,Y,1022,1038,8,1,Y,214000
Bnk,Inside,IDOTRR,2fmCon,6,7,1915,Y,754,649,7,0,Y,116000
Lvl,CulDSac,NAmes,1Fam,5,6,1957,Y,1600,0,6,2,Y,207500
Lvl,Inside,StoneBr,1Fam,8,5,2008,Y,2046,0,7,1,Y,372500
Lvl,Inside,Edwards,1Fam,4,6,1954,Y,997,473,7,0,Y,135000
Lvl,Inside,OldTown,1Fam,5,7,1920,N,846,0,4,0,N,106000
Lvl,Inside,Gilbert,1Fam,6,7,1993,Y,799,772,7,1,Y,178000
Lvl,Inside,BrkSide,1Fam,5,8,1908,Y,936,316,5,0,Y,127000
Lvl,CulDSac,NoRidge,1Fam,8,5,1995,Y,2053,1185,9,1,Y,410000
Lvl,Corner,Timber,1Fam,8,6,1981,Y,1707,0,6,1,Y,228000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,896,896,8,0,Y,255000
Lvl,Inside,ClearCr,1Fam,4,4,1959,Y,1120,468,7,1,N,134432
Lvl,FR2,Gilbert,1Fam,7,5,1999,Y,1037,1285,8,1,Y,225000
Lvl,Inside,Sawyer,1Fam,5,7,1961,Y,1155,0,6,0,Y,148000
Lvl,Corner,SWISU,2fmCon,5,6,1942,N,778,504,4,0,Y,108500
Lvl,Inside,IDOTRR,1Fam,5,6,1915,Y,880,428,6,0,Y,120000
Lvl,Inside,BrkSide,1Fam,5,6,1922,Y,1048,0,5,1,Y,113000
Lvl,Inside,NWAmes,1Fam,6,7,1984,Y,1140,728,7,1,Y,178000
Lvl,Inside,Mitchel,1Fam,8,5,1994,Y,1803,0,6,2,Y,285000
Lvl,Inside,Gilbert,1Fam,5,6,1977,Y,946,988,6,1,P,185000
Lvl,Inside,NAmes,1Fam,5,7,1952,Y,1929,532,7,2,Y,197600
Lvl,Corner,IDOTRR,1Fam,3,3,1918,N,1020,0,5,0,N,64500
Lvl,CulDSac,Greens,TwnhsE,8,5,1981,Y,1226,0,4,2,Y,211500
Lvl,Corner,IDOTRR,1Fam,3,3,1900,N,797,0,5,0,N,44000
Lvl,Inside,Veenker,1Fam,7,5,1981,Y,1740,0,7,0,Y,241600
Lvl,Inside,OldTown,1Fam,7,7,1890,Y,1313,1182,10,1,Y,184000
Lvl,Inside,Edwards,2fmCon,4,4,1941,N,672,252,5,0,Y,80000
Lvl,Inside,CollgCr,1Fam,5,6,1995,Y,1099,0,6,0,Y,144000
Lvl,Corner,NAmes,1Fam,6,5,1962,Y,1431,0,6,1,Y,165000
Lvl,Corner,OldTown,1Fam,6,6,1912,Y,929,929,8,0,Y,104000
Lvl,Inside,Somerst,TwnhsE,8,5,2006,Y,1151,0,5,0,Y,166000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1542,0,6,1,Y,260261
Lvl,Corner,Gilbert,1Fam,5,6,1948,Y,1547,720,7,1,P,169000
Lvl,Inside,NAmes,1Fam,7,5,1970,Y,2207,0,7,1,Y,180000
Lvl,Inside,OldTown,1Fam,5,5,1952,Y,924,0,6,0,Y,112500
Lvl,Corner,NAmes,1Fam,6,6,1958,Y,1329,0,6,0,Y,172000
Lvl,Corner,NridgHt,1Fam,8,5,2005,Y,1158,1218,9,1,Y,325300
Lvl,Inside,NAmes,1Fam,5,6,1955,Y,1411,0,7,1,Y,130000
Lvl,Inside,Gilbert,1Fam,6,5,1995,Y,773,885,8,1,Y,188000
Lvl,Inside,Sawyer,1Fam,5,5,1962,Y,980,0,5,0,Y,110000
Lvl,Inside,CollgCr,1Fam,7,5,2005,Y,1308,568,7,0,Y,229800
Lvl,CulDSac,Sawyer,1Fam,6,6,1978,Y,1040,0,6,1,Y,160500
Lvl,Corner,Mitchel,1Fam,5,6,1976,Y,1178,0,6,0,Y,135000
Low,Inside,CollgCr,1Fam,5,5,1972,Y,894,0,6,0,Y,123000
Lvl,Inside,OldTown,1Fam,4,7,1885,Y,1047,0,6,0,N,100000
Lvl,Inside,Edwards,1Fam,3,3,1914,N,864,0,5,0,N,67000
Lvl,CulDSac,Sawyer,1Fam,5,6,1966,Y,1228,0,6,0,Y,149350
Lvl,Inside,Sawyer,1Fam,5,5,1924,N,872,0,5,1,N,105000
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1088,871,8,1,Y,270000
Lvl,Inside,Crawfor,1Fam,7,8,1930,Y,567,531,5,1,Y,148500
Lvl,Inside,CollgCr,1Fam,7,5,2007,Y,1208,0,6,0,Y,195400
Lvl,Inside,NAmes,1Fam,5,6,1958,Y,1339,0,6,0,Y,139000
Lvl,Inside,IDOTRR,1Fam,5,7,1920,N,581,530,6,0,N,101000
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1489,0,7,1,Y,232600
Lvl,CulDSac,NWAmes,1Fam,7,6,1986,Y,1236,857,7,1,Y,215000
Lvl,Inside,Timber,1Fam,5,5,2006,Y,744,700,7,0,Y,174000
Lvl,Inside,BrkSide,1Fam,5,5,1948,Y,1072,213,6,0,Y,127000
Lvl,Corner,CollgCr,1Fam,7,5,1996,Y,1212,780,7,2,Y,211000
Low,Inside,ClearCr,1Fam,7,6,1967,Y,1830,0,6,2,Y,278000
Lvl,CulDSac,Edwards,1Fam,4,5,1954,Y,1383,0,6,0,Y,122000
Lvl,Inside,BrkSide,1Fam,6,7,1918,Y,838,0,5,0,N,130000
Lvl,Inside,Somerst,1Fam,8,5,2005,Y,1116,848,8,1,Y,252000
Lvl,Inside,Edwards,1Fam,5,6,1965,Y,1256,0,6,0,Y,147500
Lvl,Corner,NAmes,Duplex,5,5,1948,Y,928,992,10,0,Y,137000
Bnk,Inside,SWISU,1Fam,5,6,1924,N,1296,0,5,1,Y,104000
Lvl,Corner,CollgCr,1Fam,5,6,1975,Y,969,0,5,0,Y,122000
Lvl,Inside,Crawfor,1Fam,7,5,1941,Y,918,728,7,2,Y,164000
HLS,Corner,SWISU,1Fam,6,8,1920,Y,755,755,6,0,Y,149000
Lvl,Corner,SawyerW,1Fam,7,5,1996,Y,1302,735,8,1,Y,229000
Lvl,Inside,NAmes,1Fam,5,7,1959,Y,1040,0,6,0,Y,152000
