"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"1397","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1372,0,6,0,"Y",212700
"1398","Lvl","Inside","IDOTRR","1Fam","6","5",1927,"Y",1146,784,8,0,"Y",149000
"1399","Lvl","Inside","OldTown","Duplex","6","5",1980,"Y",1056,0,4,0,"Y",144000
"1400","Lvl","Inside","NoRidge","1Fam","8","5",1994,"Y",1203,1323,8,1,"Y",290000
"1401","Lvl","Inside","SawyerW","1Fam","5","5",2004,"Y",1114,0,6,0,"Y",142000
"1402","Lvl","Inside","Edwards","1Fam","7","5",1948,"Y",617,462,5,1,"Y",125600
"1403","Lvl","Inside","Gilbert","1Fam","7","5",2002,"Y",840,880,7,1,"Y",188000
"1404","Lvl","Inside","CollgCr","1Fam","7","5",1994,"Y",933,975,8,1,"Y",210000
"1405","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",738,753,7,1,"Y",168675
"1406","Lvl","Inside","NAmes","1Fam","6","6",1948,"Y",972,0,5,1,"Y",132000
"1407","Lvl","Inside","Gilbert","1Fam","7","5",2007,"Y",728,728,8,1,"Y",179540
"1408","Lvl","CulDSac","NWAmes","1Fam","7","7",1968,"Y",2156,0,9,1,"Y",262500
"1409","Lvl","Inside","Gilbert","1Fam","6","5",2002,"Y",807,702,7,1,"Y",183200
"1410","Lvl","Inside","NridgHt","Twnhs","6","5",2005,"Y",1302,0,5,1,"Y",200000
"1411","Lvl","Inside","SawyerW","1Fam","6","5",1992,"Y",1055,790,8,1,"Y",189000
"1412","Lvl","Inside","NAmes","1Fam","5","5",1970,"Y",914,0,5,0,"Y",133000
"1413","Lvl","Inside","Edwards","1Fam","6","5",1976,"Y",1117,0,6,1,"Y",107000
"1414","Lvl","Inside","Crawfor","1Fam","6","6",1918,"N",1370,1254,10,1,"N",239000
"1415","Lvl","Inside","IDOTRR","1Fam","5","7",1930,"Y",780,420,7,0,"Y",119000
"1416","Lvl","Inside","NoRidge","1Fam","8","5",1996,"Y",1335,1203,8,1,"Y",330000
"1417","Lvl","Inside","NAmes","1Fam","5","7",1953,"Y",1008,0,6,0,"Y",134500
"1418","Lvl","Inside","NWAmes","1Fam","5","6",1971,"Y",1484,0,7,1,"Y",175000
"1419","Lvl","Inside","Blmngtn","TwnhsE","7","5",2006,"Y",1364,0,6,1,"Y",210250
"1420","Lvl","Inside","CollgCr","TwnhsE","6","5",2004,"Y",848,0,3,1,"Y",141000
"1421","Lvl","FR2","NAmes","TwnhsE","6","5",1997,"Y",1337,0,5,1,"Y",177000
"1422","Lvl","Inside","Edwards","1Fam","5","9",1947,"Y",698,0,4,0,"Y",118000
"1423","Lvl","Corner","StoneBr","1Fam","8","5",1998,"Y",1478,0,5,0,"Y",240000
"1424","Lvl","Inside","Gilbert","1Fam","7","6",2007,"Y",1258,0,6,0,"Y",173500
"1425","Lvl","CulDSac","Greens","Twnhs","8","5",1980,"Y",1036,0,4,1,"Y",188000
"1426","Lvl","FR2","Somerst","TwnhsE","7","5",1999,"Y",713,739,6,0,"Y",156000
"1427","Lvl","Inside","Edwards","1Fam","6","4",1954,"Y",1216,639,7,0,"Y",136900
"1428","Lvl","Inside","NAmes","1Fam","5","7",1956,"Y",928,0,4,0,"Y",132000
"1429","Lvl","Corner","Gilbert","1Fam","7","5",1990,"Y",1442,0,5,0,"Y",180500
"1430","Lvl","CulDSac","Somerst","1Fam","8","5",2006,"Y",1660,0,8,1,"Y",290000
"1431","Lvl","FR2","CollgCr","1Fam","8","5",2003,"Y",1668,0,8,1,"Y",232000
"1432","Lvl","Inside","NAmes","1Fam","5","6",1961,"Y",896,0,5,0,"Y",105000
"1433","Lvl","Inside","Mitchel","Duplex","6","5",1978,"Y",1664,0,10,0,"Y",145000
"1434","Lvl","Inside","CollgCr","1Fam","8","5",2001,"Y",1788,0,7,1,"Y",236500
"1435","Lvl","Inside","Blueste","TwnhsE","6","6",1980,"Y",561,668,5,1,"Y",124000
"1436","Lvl","CulDSac","StoneBr","1Fam","10","5",2006,"Y",1850,848,11,1,"Y",535000
"1437","Lvl","Inside","NAmes","1Fam","5","7",1959,"Y",1246,0,6,0,"Y",154000
"1438","Lvl","Inside","Edwards","1Fam","5","6",1941,"N",616,495,5,0,"Y",95000
"1439","Lvl","Inside","NAmes","1Fam","5","6",1967,"Y",864,0,5,0,"Y",130000
"1440","Lvl","Inside","Mitchel","1Fam","6","6",1977,"Y",1118,0,6,1,"Y",171000
"1441","Lvl","FR3","Somerst","TwnhsE","7","5",1999,"Y",713,739,6,0,"Y",183900
"1442","Lvl","Inside","StoneBr","1Fam","8","5",2005,"Y",1826,0,7,1,"Y",319000
"1443","Lvl","Inside","BrkSide","1Fam","5","7",1930,"Y",1001,653,7,1,"N",137000
"1444","Lvl","Inside","NAmes","1Fam","5","5",1962,"Y",936,0,6,1,"Y",130000
"1445","Lvl","FR2","NAmes","1Fam","4","6",1971,"Y",864,0,5,0,"Y",120500
"1446","Lvl","Inside","NAmes","1Fam","5","5",1967,"Y",892,0,5,0,"Y",100000
"1447","Lvl","Corner","BrkSide","1Fam","5","6",1950,"Y",1030,582,7,0,"Y",128500
"1448","Lvl","Inside","BrkSide","1Fam","6","6",1940,"Y",848,348,6,2,"Y",128000
"1449","Lvl","Inside","NridgHt","1Fam","8","5",2007,"Y",1694,0,7,0,"Y",318000
"1450","Lvl","Inside","SawyerW","1Fam","7","5",2008,"Y",1450,0,6,0,"Y",224243
"1451","Bnk","Corner","Crawfor","1Fam","6","5",1954,"Y",1906,0,6,2,"Y",224000
"1452","Lvl","Inside","CollgCr","1Fam","7","5",1999,"Y",1588,0,6,0,"Y",214000
"1453","Lvl","Corner","Sawyer","1Fam","5","8",1962,"Y",1040,0,6,0,"Y",127000
"1454","Lvl","Corner","OldTown","1Fam","5","8",1910,"Y",764,700,7,0,"N",129000
"1455","Lvl","Corner","Gilbert","1Fam","7","5",1994,"Y",1086,809,7,1,"Y",194500
"1456","Lvl","Inside","Somerst","1Fam","9","5",2007,"Y",1530,0,7,1,"Y",250000
"1457","Lvl","Inside","MeadowV","TwnhsE","5","6",1977,"Y",925,550,6,1,"Y",127000
"1458","Lvl","Inside","Edwards","1Fam","6","5",1953,"Y",1068,541,7,0,"Y",149900
"1459","Lvl","Inside","Gilbert","1Fam","6","5",1997,"Y",813,712,6,1,"Y",183500
"1460","Lvl","FR2","Somerst","1Fam","8","5",2007,"Y",1580,0,7,0,"Y",235128
"1461","Lvl","Corner","Timber","1Fam","7","5",1990,"Y",1298,1216,8,0,"Y",250000
"1462","Lvl","Inside","NAmes","1Fam","4","4",1949,"N",720,472,6,0,"Y",135000
"1463","Lvl","Inside","Gilbert","1Fam","6","5",1998,"Y",926,678,7,0,"Y",195500
"1464","Lvl","Inside","CollgCr","1Fam","8","5",2003,"Y",1978,0,8,1,"Y",318000
"1465","Lvl","Inside","Sawyer","1Fam","5","5",1968,"Y",897,0,5,0,"Y",115000
"1466","Lvl","FR2","CollgCr","1Fam","7","5",1996,"Y",1065,984,9,1,"Y",210900
"1467","Lvl","Inside","Gilbert","1Fam","6","5",1995,"Y",806,766,7,1,"Y",168000
"1468","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1432,0,7,1,"Y",245000
"1469","Lvl","Inside","NAmes","2fmCon","6","7",1965,"Y",1565,0,7,2,"Y",185900
"1470","Lvl","Inside","NWAmes","1Fam","6","7",1977,"Y",1610,0,6,2,"Y",205000
"1471","Lvl","Inside","CollgCr","1Fam","7","5",1999,"Y",1431,0,6,0,"Y",192000
"1472","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",953,711,7,1,"Y",172400
"1473","Lvl","Inside","Gilbert","1Fam","6","5",2005,"Y",1316,0,6,1,"Y",169990
"1474","Lvl","Inside","NAmes","1Fam","5","7",1940,"Y",908,0,4,0,"Y",138500
"1475","Lvl","Inside","Crawfor","1Fam","5","5",1914,"Y",892,892,9,0,"N",138887
"1476","Lvl","Inside","NAmes","1Fam","5","6",1957,"Y",1236,0,6,1,"Y",134450
"1477","Lvl","Inside","Gilbert","1Fam","7","5",2003,"Y",698,644,7,1,"Y",178000
"1478","Lvl","Inside","SawyerW","1Fam","7","5",2006,"Y",1141,0,6,0,"Y",152000
"1479","Lvl","Inside","SawyerW","Duplex","5","5",1979,"Y",1120,1120,12,0,"Y",142953
"1480","Lvl","Inside","OldTown","Duplex","5","5",1980,"Y",936,0,4,0,"Y",140000
"1481","Lvl","Inside","NAmes","1Fam","6","6",1971,"Y",1587,0,7,1,"Y",167300
"1482","Lvl","Inside","NAmes","1Fam","4","6",1953,"Y",1647,0,6,1,"Y",153000
"1483","Lvl","Inside","CollgCr","1Fam","8","5",2008,"Y",1468,0,6,1,"Y",239900
"1484","Lvl","Inside","NAmes","1Fam","5","6",1966,"Y",1280,0,6,1,"Y",175000
"1485","Low","Inside","CollgCr","1Fam","5","7",1994,"Y",990,0,5,0,"Y",143000
"1486","Lvl","Inside","OldTown","1Fam","5","8",1923,"Y",792,0,5,0,"Y",99500
"1487","Lvl","Inside","NWAmes","1Fam","6","5",1969,"Y",1216,0,5,0,"Y",113000
"1488","Lvl","Inside","Sawyer","1Fam","5","4",1966,"Y",1040,0,6,0,"Y",123000
"1489","Lvl","Inside","Somerst","1Fam","7","5",2007,"Y",1372,0,6,0,"Y",250580
"1490","Lvl","Inside","OldTown","1Fam","6","8",1920,"Y",662,662,6,0,"Y",122000
"1491","Lvl","Corner","SawyerW","1Fam","6","3",1928,"N",784,0,5,0,"N",76000
"1492","Lvl","Inside","BrkSide","1Fam","4","5",1947,"N",672,240,3,0,"N",80500
"1493","Lvl","FR2","Veenker","1Fam","6","7",1976,"Y",1094,761,7,1,"Y",187000
"1494","Lvl","Inside","StoneBr","TwnhsE","8","5",2001,"Y",1338,0,6,0,"Y",213500
"1495","Lvl","FR2","CollgCr","1Fam","7","5",2004,"Y",847,1101,8,1,"Y",195000
"1496","Lvl","Inside","NAmes","1Fam","4","5",1960,"Y",1100,0,6,1,"Y",141000
"1497","Bnk","Inside","SWISU","1Fam","2","5",1920,"N",438,0,3,0,"N",60000
"1498","Lvl","Corner","NAmes","1Fam","7","6",1969,"Y",1851,0,8,1,"Y",192100
"1499","Lvl","Inside","Sawyer","1Fam","6","5",1977,"Y",1285,0,7,1,"Y",143500
"1500","Lvl","Inside","NAmes","1Fam","5","6",1970,"Y",1422,0,7,0,"Y",155000
"1501","Lvl","Inside","BrkSide","1Fam","5","6",1924,"Y",784,0,5,0,"Y",109500
"1502","Lvl","Inside","Sawyer","1Fam","5","8",1968,"Y",1060,0,6,1,"Y",154000
"1503","Lvl","Inside","CollgCr","1Fam","8","5",2001,"Y",1531,908,7,1,"Y",275000
"1504","Lvl","Inside","BrDale","Twnhs","6","5",1973,"Y",483,504,5,0,"Y",83000
"1505","Lvl","Inside","NridgHt","1Fam","9","5",2008,"Y",1130,1054,10,1,"Y",335000
"1506","Lvl","Inside","CollgCr","1Fam","7","5",1999,"Y",1501,0,6,0,"Y",204000
"1507","Lvl","Inside","Sawyer","1Fam","5","8",1964,"Y",1020,0,5,1,"Y",165000
"1508","Lvl","Inside","Edwards","1Fam","5","4",1949,"Y",1148,568,8,1,"Y",131000
"1509","Low","Inside","IDOTRR","1Fam","3","4",1935,"Y",894,0,6,0,"Y",81000
"1510","Lvl","Inside","NAmes","1Fam","6","5",1965,"Y",1324,0,6,1,"Y",160000
"1511","Lvl","Inside","BrkSide","1Fam","5","4",1936,"Y",896,448,7,0,"Y",115000
"1512","Lvl","Inside","BrkSide","1Fam","3","6",1935,"Y",729,0,5,0,"N",52000
"1513","Lvl","Inside","Somerst","1Fam","7","5",2003,"Y",1553,0,6,0,"Y",234500
"1514","Lvl","Corner","Edwards","Duplex","4","5",1955,"N",1152,0,6,0,"N",82000
"1515","Lvl","Inside","Timber","1Fam","5","4",1963,"Y",1572,0,5,2,"Y",186700
"1516","Bnk","Inside","SWISU","1Fam","5","6",1911,"N",1024,940,7,0,"N",130000
"1517","Lvl","CulDSac","SawyerW","1Fam","7","7",1990,"Y",2196,0,7,1,"Y",271900
"1518","Lvl","Corner","OldTown","1Fam","7","6",1929,"N",672,672,6,1,"Y",140000
"1519","Lvl","Inside","NAmes","1Fam","5","5",1958,"Y",912,0,5,0,"Y",114500
"1520","Lvl","Inside","CollgCr","1Fam","5","5",2005,"Y",768,768,6,0,"Y",167000
"1521","Lvl","Inside","CollgCr","1Fam","6","5",1997,"Y",1494,0,6,0,"Y",217000
"1522","Lvl","Inside","NAmes","2fmCon","5","5",1958,"Y",988,0,5,0,"Y",119000
"1523","Lvl","Inside","NWAmes","1Fam","7","6",1979,"Y",1040,685,6,1,"Y",197000
"1524","Lvl","Corner","OldTown","1Fam","3","5",1890,"Y",725,0,4,0,"Y",78500
"1525","Lvl","Inside","StoneBr","1Fam","8","5",2006,"Y",1264,1312,10,1,"Y",361919
"1526","Lvl","Inside","Sawyer","1Fam","5","4",1962,"Y",988,0,6,0,"Y",129500
"1527","Lvl","Inside","Gilbert","1Fam","6","5",1998,"Y",789,676,7,1,"Y",180400
"1528","Lvl","Inside","Edwards","1Fam","4","5",2005,"Y",1132,0,5,0,"Y",176000
"1529","Lvl","Inside","OldTown","Duplex","5","7",1920,"N",624,624,8,0,"N",93500
"1530","Lvl","Inside","NAmes","1Fam","5","6",1954,"Y",1297,0,5,1,"Y",153000
"1531","Lvl","Inside","Gilbert","1Fam","7","5",2007,"Y",1340,0,6,0,"Y",181134
"1532","Lvl","Inside","MeadowV","Twnhs","4","6",1970,"Y",630,0,3,0,"Y",84500
"1533","Lvl","Inside","NAmes","1Fam","6","7",1958,"Y",1215,0,6,0,"Y",155000
"1534","Lvl","FR2","Sawyer","1Fam","5","7",1967,"Y",894,0,5,0,"Y",130000
"1535","Lvl","FR2","Edwards","1Fam","5","3",1910,"Y",658,526,8,0,"N",81000
"1536","Lvl","Inside","Somerst","TwnhsE","9","5",2000,"Y",1638,0,5,1,"Y",300000
"1537","Lvl","Inside","Gilbert","1Fam","6","6",1964,"Y",1128,0,6,1,"P",154204
"1538","Lvl","Inside","SawyerW","1Fam","7","5",1990,"Y",1532,797,10,1,"Y",262280
"1539","Lvl","Inside","CollgCr","1Fam","7","5",2007,"Y",1282,1414,10,1,"Y",383970
"1540","Lvl","Inside","OldTown","1Fam","5","6",1910,"N",899,0,5,0,"P",78000
"1541","Lvl","Inside","OldTown","1Fam","4","6",1956,"Y",968,0,5,0,"Y",104500
"1542","Lvl","Inside","BrDale","Twnhs","6","6",1970,"Y",483,504,5,0,"Y",106000
"1543","Lvl","Corner","Mitchel","1Fam","5","6",1968,"Y",1160,0,6,0,"Y",152500
"1544","Lvl","Inside","Somerst","TwnhsE","7","5",2005,"Y",520,600,4,0,"Y",151000
"1545","HLS","Inside","Timber","1Fam","8","5",2007,"Y",1466,0,7,0,"Y",201000
"1546","Lvl","Inside","NAmes","TwnhsE","6","5",2001,"Y",1337,0,5,1,"Y",155000
"1547","Lvl","Corner","NAmes","1Fam","6","8",1958,"Y",1414,0,6,1,"Y",176500
"1548","Lvl","CulDSac","StoneBr","TwnhsE","7","5",1984,"Y",1190,900,6,1,"Y",207500
"1549","Lvl","Inside","NAmes","1Fam","6","5",1966,"Y",1051,788,7,1,"Y",155000
"1550","Lvl","Inside","Somerst","1Fam","7","5",2002,"Y",1492,0,6,1,"Y",230000
"1551","Lvl","Inside","OldTown","2fmCon","6","8",1910,"N",908,1020,9,0,"Y",137000
"1552","Lvl","Corner","NAmes","1Fam","5","6",1956,"Y",1728,0,7,1,"Y",177625
"1553","Lvl","Corner","NAmes","1Fam","6","7",1954,"Y",984,0,4,0,"Y",112500
"1554","Lvl","FR2","NAmes","Duplex","4","5",1962,"Y",1224,0,6,0,"Y",101800
"1555","Lvl","Corner","OldTown","1Fam","8","9",1882,"Y",916,826,8,1,"P",168000
"1556","Lvl","Inside","NWAmes","1Fam","7","5",1988,"Y",1872,0,6,1,"Y",241500
"1557","Lvl","Inside","NridgHt","1Fam","8","5",2003,"Y",1105,1295,10,1,"Y",290000
"1558","Lvl","Inside","Gilbert","1Fam","7","5",2006,"Y",879,984,9,1,"Y",219210
"1559","Lvl","Inside","NAmes","TwnhsE","7","5",1998,"Y",767,0,4,0,"Y",133000
"1560","HLS","Inside","Edwards","1Fam","4","5",1958,"Y",960,0,5,0,"Y",90000
"1561","Lvl","Corner","OldTown","1Fam","6","7",1920,"Y",1584,1208,8,2,"Y",256000
"1562","Lvl","CulDSac","Edwards","1Fam","6","6",1977,"Y",1117,0,6,1,"Y",147000
"1563","Lvl","Inside","IDOTRR","1Fam","4","5",1925,"Y",848,0,5,0,"Y",103000
"1564","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",1604,0,8,1,"Y",220000
"1565","Bnk","Inside","SawyerW","Duplex","5","5",1979,"Y",1513,0,8,0,"Y",113722
"1566","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",1008,881,9,1,"Y",215000
"1567","Lvl","Inside","NAmes","1Fam","6","6",1959,"Y",1194,0,6,0,"Y",148000
"1568","Lvl","Inside","NAmes","1Fam","5","7",1959,"Y",864,0,5,0,"Y",118000
"1569","Lvl","CulDSac","Blueste","Twnhs","6","6",1980,"Y",516,516,5,1,"Y",116500
"1570","Lvl","Inside","NoRidge","1Fam","8","5",1993,"Y",1565,1234,8,1,"Y",315000
"1571","Lvl","Inside","NAmes","1Fam","6","6",1964,"Y",798,813,7,0,"Y",167900
"1572","Lvl","Inside","Edwards","1Fam","5","5",1956,"Y",1560,0,7,1,"Y",103500
"1573","Low","CulDSac","Edwards","1Fam","5","6",1968,"Y",1196,0,6,0,"Y",144000
"1574","Lvl","Corner","NAmes","1Fam","5","6",1955,"Y",972,0,5,0,"Y",122500
"1575","Lvl","Corner","NAmes","1Fam","7","5",1959,"Y",1472,0,5,1,"Y",157500
"1576","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1338,0,6,0,"Y",208900
"1577","Lvl","Corner","Somerst","1Fam","7","5",2004,"Y",991,956,8,1,"Y",254900
"1578","Lvl","Inside","Somerst","1Fam","8","5",2008,"Y",1658,0,7,1,"Y",257500
"1579","Lvl","Inside","SWISU","1Fam","6","8",1925,"N",810,672,7,0,"P",140000
"1580","Lvl","Corner","Mitchel","1Fam","8","5",2001,"Y",1491,0,7,0,"Y",209000
"1581","Lvl","Inside","SawyerW","1Fam","8","5",1993,"Y",1065,846,8,1,"Y",215000
"1582","Lvl","Inside","Somerst","Twnhs","7","5",2004,"Y",1376,1629,9,1,"Y",280750
"1583","Lvl","Inside","Edwards","1Fam","5","5",1941,"Y",984,620,6,0,"Y",117000
"1584","Lvl","FR2","CollgCr","1Fam","7","5",2005,"Y",1190,0,5,0,"Y",173500
"1585","Lvl","Inside","NAmes","1Fam","5","5",1970,"Y",1180,0,6,0,"Y",128000
"1586","Lvl","Inside","NAmes","1Fam","5","7",1951,"Y",1363,0,6,2,"Y",164900
"1587","Low","Inside","ClearCr","1Fam","8","6",1976,"Y",1743,0,5,2,"Y",279000
"1588","Bnk","Corner","Sawyer","1Fam","5","6",1956,"Y",1437,0,6,1,"Y",168000
"1589","Lvl","Inside","Timber","1Fam","8","5",2003,"Y",1440,0,7,1,"Y",232500
"1590","Lvl","Inside","SWISU","1Fam","6","7",1919,"Y",1699,748,10,1,"Y",169000
"1591","Lvl","Inside","NAmes","1Fam","5","5",1959,"Y",1148,0,6,0,"Y",132500
"1592","Lvl","Inside","Edwards","1Fam","5","6",1925,"N",864,0,5,0,"Y",98000
"1593","Lvl","Corner","Mitchel","1Fam","4","5",1964,"Y",1200,0,6,0,"Y",173000
"1594","Lvl","Inside","NAmes","1Fam","5","7",1971,"Y",1050,0,6,0,"Y",143000
"1595","Lvl","Inside","Somerst","TwnhsE","7","5",2006,"Y",625,625,5,0,"Y",164700
"1596","Lvl","Inside","Sawyer","Duplex","5","5",1963,"Y",1728,0,10,0,"Y",125000
"1597","Lvl","Inside","MeadowV","TwnhsE","5","6",1977,"Y",616,688,5,1,"Y",104500
"1598","Lvl","Inside","NridgHt","1Fam","9","5",2007,"Y",1828,0,9,1,"Y",314813
"1599","Lvl","FR2","Veenker","TwnhsE","8","5",1994,"Y",1494,0,5,1,"Y",279700
"1600","Lvl","Inside","NAmes","1Fam","5","5",1960,"Y",1144,0,6,1,"Y",120000
"1601","Lvl","Corner","OldTown","1Fam","4","8",1900,"Y",448,272,5,0,"Y",86900
"1602","Lvl","Inside","SawyerW","1Fam","7","5",1994,"Y",1222,888,8,2,"Y",205000
"1603","Lvl","Inside","SawyerW","TwnhsE","6","5",1993,"Y",1617,0,5,1,"Y",193000
"1604","Lvl","Corner","Edwards","1Fam","6","7",1928,"Y",1337,672,8,2,"P",235000
"1605","Lvl","Inside","BrDale","Twnhs","6","5",1971,"Y",525,567,6,0,"Y",88000
"1606","Lvl","Inside","NWAmes","1Fam","7","6",1971,"Y",845,825,7,0,"Y",170000
"1607","Bnk","Inside","BrkSide","1Fam","6","7",1923,"Y",1053,795,8,1,"N",207000
"1608","Lvl","Inside","Sawyer","1Fam","5","5",1965,"Y",1040,0,5,0,"Y",129500
"1609","Lvl","Corner","ClearCr","1Fam","6","5",1984,"Y",1522,0,7,1,"Y",182000
"1610","Bnk","Inside","Crawfor","1Fam","5","6",1977,"Y",1647,0,7,1,"Y",217500
"1611","Lvl","CulDSac","StoneBr","1Fam","9","5",2006,"Y",2338,0,8,2,"Y",591587
"1612","Lvl","Inside","Mitchel","1Fam","5","5",1969,"Y",864,615,8,0,"Y",161000
"1613","Lvl","Inside","Crawfor","1Fam","6","6",1914,"Y",676,588,6,0,"Y",147500
"1614","Lvl","Inside","OldTown","1Fam","5","7",1948,"Y",1027,606,7,1,"Y",129000
"1615","Lvl","Inside","OldTown","1Fam","7","8",1915,"Y",1272,672,8,0,"N",179900
"1616","Lvl","Corner","Sawyer","1Fam","4","5",1961,"Y",1120,0,5,0,"Y",129000
"1617","Lvl","CulDSac","Edwards","1Fam","3","5",1955,"Y",1733,0,8,1,"Y",139600
"1618","Lvl","Inside","SawyerW","1Fam","6","5",2005,"Y",1131,0,6,0,"Y",132000
"1619","Lvl","Inside","SawyerW","1Fam","7","5",2003,"Y",1200,0,5,0,"Y",184900
"1620","Lvl","Inside","Mitchel","1Fam","5","7",1968,"Y",1008,0,6,0,"Y",139500
"1621","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",840,828,8,0,"Y",180000
"1622","Lvl","Corner","Sawyer","1Fam","5","7",1941,"Y",864,486,6,0,"N",152400
"1623","Lvl","Inside","MeadowV","TwnhsE","5","7",1976,"Y",925,550,6,1,"Y",129500
"1624","Lvl","Inside","Edwards","1Fam","6","5",1953,"Y",1094,0,5,2,"Y",155000
"1625","Lvl","CulDSac","Somerst","TwnhsE","9","5",1999,"Y",1709,0,5,1,"Y",328900
"1626","Lvl","Inside","Greens","TwnhsE","8","6",1978,"Y",1295,0,4,2,"Y",213750
"1627","Lvl","Inside","Edwards","Duplex","5","7",1900,"Y",1272,928,9,0,"N",145900
"1628","Lvl","FR2","Somerst","TwnhsE","8","5",2004,"Y",1378,0,6,1,"Y",214000
"1629","Lvl","Corner","Somerst","1Fam","8","5",2002,"Y",972,839,7,1,"Y",235000
"1630","Lvl","Inside","Edwards","Duplex","4","4",1955,"N",1440,0,8,0,"Y",118000
"1631","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",940,750,7,1,"Y",187000
"1632","Lvl","Inside","SawyerW","TwnhsE","6","5",1992,"Y",1575,0,5,0,"Y",179200
"1633","Lvl","Inside","CollgCr","1Fam","8","5",2007,"Y",1615,0,7,1,"Y",248500
"1634","Lvl","Inside","CollgCr","1Fam","8","5",2001,"Y",1601,0,6,1,"Y",272000
"1635","Lvl","Inside","NWAmes","1Fam","6","7",1971,"Y",1258,0,5,0,"Y",145000
"1636","Lvl","Inside","NWAmes","1Fam","7","6",1978,"Y",1154,896,8,1,"Y",154000
"1637","Lvl","Inside","NAmes","1Fam","6","5",1963,"Y",1394,0,6,2,"Y",159000
"1638","Lvl","Inside","Sawyer","1Fam","5","6",1963,"Y",1464,0,6,1,"Y",175000
"1639","Lvl","Inside","Sawyer","1Fam","4","7",1950,"Y",1067,0,4,0,"Y",128000
"1640","Lvl","Inside","NridgHt","TwnhsE","7","6",2007,"Y",1358,0,6,1,"Y",217300
"1641","Lvl","Inside","Sawyer","1Fam","6","7",1978,"Y",672,728,6,1,"Y",149500
"1642","Lvl","Inside","SawyerW","Duplex","5","5",1977,"Y",2020,0,10,2,"Y",144000
"1643","Lvl","Corner","Mitchel","Duplex","5","5",1970,"Y",1652,0,8,0,"Y",146500
"1644","HLS","Inside","NAmes","1Fam","6","6",1958,"Y",1142,0,5,1,"Y",113500
"1645","Lvl","Corner","StoneBr","1Fam","8","5",1997,"Y",1682,0,6,1,"Y",247900
"1646","HLS","Inside","Crawfor","TwnhsE","8","5",2005,"Y",1778,0,5,1,"Y",375000
"1647","Lvl","Inside","Mitchel","1Fam","7","5",1993,"Y",996,1004,9,1,"Y",188000
"1648","Lvl","Inside","SWISU","1Fam","5","3",1936,"Y",879,0,4,0,"P",80000
"1649","Lvl","Inside","NAmes","1Fam","6","6",1957,"Y",1721,0,8,3,"Y",174850
"1650","Lvl","Inside","Edwards","1Fam","6","6",1976,"Y",1044,0,7,1,"Y",133500
"1651","Lvl","Inside","Edwards","1Fam","5","6",1946,"Y",768,432,6,0,"Y",130500
"1652","Lvl","Inside","OldTown","1Fam","6","5",1923,"Y",1068,0,5,1,"Y",109500
"1653","Lvl","Inside","Sawyer","1Fam","5","5",1968,"Y",864,0,4,0,"Y",137250
"1654","Lvl","Corner","NAmes","1Fam","6","6",1961,"Y",1453,0,6,1,"Y",187500
"1655","Lvl","Inside","NAmes","1Fam","5","6",1958,"Y",1056,0,6,0,"Y",139000
"1656","Lvl","Corner","NridgHt","1Fam","8","5",2005,"Y",1209,1044,8,1,"Y",344133
"1657","Lvl","Inside","OldTown","1Fam","5","7",1930,"Y",687,671,6,1,"Y",124500
"1658","Lvl","CulDSac","Mitchel","1Fam","6","6",1984,"Y",1003,0,6,0,"Y",142500
"1659","Lvl","Inside","Somerst","1Fam","7","5",2006,"Y",1301,0,5,1,"Y",187750
"1660","Bnk","Inside","OldTown","1Fam","5","7",1930,"Y",840,0,5,1,"N",87000
"1661","Lvl","Inside","Edwards","TwnhsE","6","5",2005,"Y",1072,0,5,0,"Y",148000
"1662","Lvl","Inside","OldTown","1Fam","5","8",1938,"Y",886,0,4,0,"Y",91300
"1663","Lvl","Corner","CollgCr","1Fam","5","5",1996,"Y",965,0,4,0,"Y",159000
"1664","Lvl","Inside","NridgHt","TwnhsE","7","5",2005,"Y",1364,0,6,1,"Y",185850
"1665","Bnk","Inside","Crawfor","1Fam","8","8",1932,"Y",1549,1178,10,2,"Y",315000
"1666","Bnk","Inside","OldTown","1Fam","7","8",1890,"Y",1576,978,8,0,"P",159500
"1667","Lvl","Inside","NWAmes","1Fam","6","5",1963,"Y",1052,0,6,0,"Y",127000
"1668","Lvl","CulDSac","NoRidge","1Fam","8","7",1994,"Y",1686,762,8,1,"Y",402000
"1669","Lvl","Corner","Timber","1Fam","6","5",1988,"Y",1412,0,6,1,"Y",175000
"1670","Lvl","FR2","CollgCr","1Fam","6","7",1977,"Y",689,703,6,0,"Y",161750
"1671","Lvl","Inside","Somerst","1Fam","7","5",2009,"Y",1478,0,7,1,"Y",222000
